customer_id,recency,frequency,monetary,segment,acquisition_channel,cluster,segment_label
C002153,20,24,719.76,Mid-Market,Referral,0,Loyal
C002154,617,9,269.90999999999997,SMB,Referral,2,Lost
C002155,821,5,149.95,SMB,Organic,2,Lost
C002156,2,12,1559.88,Enterprise,Organic,1,At Risk
C002157,13,1,129.99,Enterprise,Partner,1,At Risk
C002158,26,16,2079.84,Enterprise,Organic,0,Loyal
C002159,12,12,359.88,SMB,Referral,1,At Risk
C002160,18,13,1689.8700000000001,Enterprise,Referral,0,Loyal
C002161,12,6,359.94,SMB,Partner,1,At Risk
C002162,7,11,329.89,Mid-Market,Partner,1,At Risk
C002163,2,19,2469.8100000000004,SMB,Organic,0,Loyal
C002164,16,4,119.96,Enterprise,Partner,1,At Risk
C002165,17,31,1859.69,SMB,Paid Ads,0,Loyal
C002166,27,2,119.98,SMB,Organic,1,At Risk
C002167,437,12,719.88,SMB,Referral,2,Lost
C002168,14,13,779.87,SMB,Paid Ads,1,At Risk
C002169,24,2,59.98,SMB,Referral,1,At Risk
C002170,26,15,449.84999999999997,SMB,Partner,1,At Risk
C002171,32,6,179.94,SMB,Partner,1,At Risk
C002172,11,14,419.85999999999996,Enterprise,Partner,1,At Risk
C002173,14,32,1919.68,SMB,Partner,0,Loyal
C002174,3,11,329.89,Mid-Market,Referral,1,At Risk
C002175,26,9,539.91,Mid-Market,Organic,1,At Risk
C002176,7,24,719.76,SMB,Partner,0,Loyal
C002177,29,23,2989.7700000000004,SMB,Referral,3,Champions
C002178,19,31,4029.6900000000005,Mid-Market,Partner,3,Champions
C002179,11,22,659.78,Mid-Market,Referral,0,Loyal
C002180,48,13,389.87,SMB,Partner,1,At Risk
C002181,7,2,59.98,Mid-Market,Organic,1,At Risk
C002182,369,6,779.94,SMB,Organic,2,Lost
C002183,7,20,1199.8,SMB,Paid Ads,0,Loyal
C002184,8,25,1499.75,SMB,Organic,0,Loyal
C002185,7,26,1559.74,SMB,Partner,0,Loyal
C002186,14,15,899.85,Mid-Market,Organic,1,At Risk
C002187,53,28,1679.72,Mid-Market,Partner,0,Loyal
C002188,23,16,959.84,SMB,Paid Ads,0,Loyal
C002189,28,8,1039.92,SMB,Paid Ads,1,At Risk
C002190,55,32,1919.68,SMB,Paid Ads,0,Loyal
C002191,3,9,269.90999999999997,SMB,Referral,1,At Risk
C002192,27,5,649.95,Mid-Market,Paid Ads,1,At Risk
C002193,11,19,569.81,SMB,Referral,0,Loyal
C002194,30,3,389.97,SMB,Referral,1,At Risk
C002195,8,30,899.6999999999999,SMB,Organic,0,Loyal
C002196,12,18,539.8199999999999,Mid-Market,Partner,0,Loyal
C002197,1,13,779.87,Enterprise,Partner,1,At Risk
C002198,23,15,1949.8500000000001,Mid-Market,Paid Ads,0,Loyal
C002199,30,25,1499.75,SMB,Referral,0,Loyal
C002200,21,30,1799.7,SMB,Partner,0,Loyal
C002201,18,9,269.90999999999997,SMB,Partner,1,At Risk
C002202,2,13,389.87,SMB,Organic,1,At Risk
C002203,25,14,419.85999999999996,Mid-Market,Paid Ads,1,At Risk
C002204,24,27,1619.73,SMB,Referral,0,Loyal
C002205,22,11,329.89,SMB,Partner,1,At Risk
C002206,26,20,599.8,SMB,Paid Ads,0,Loyal
C002207,28,14,1819.8600000000001,SMB,Paid Ads,0,Loyal
C002208,25,14,1819.8600000000001,SMB,Referral,0,Loyal
C002209,29,35,2099.65,SMB,Organic,0,Loyal
C002210,26,27,1619.73,Enterprise,Referral,0,Loyal
C002211,45,13,389.87,Mid-Market,Paid Ads,1,At Risk
C002212,505,10,299.9,Mid-Market,Paid Ads,2,Lost
C002213,17,8,479.92,SMB,Organic,1,At Risk
C002214,25,30,899.6999999999999,SMB,Paid Ads,0,Loyal
C002215,27,9,539.91,Enterprise,Referral,1,At Risk
C002216,30,7,909.9300000000001,Enterprise,Referral,1,At Risk
C002217,20,4,519.96,Mid-Market,Organic,1,At Risk
C002218,2,7,419.93,SMB,Organic,1,At Risk
C002219,574,7,909.9300000000001,SMB,Partner,2,Lost
C002220,7,15,899.85,Mid-Market,Paid Ads,1,At Risk
C002221,15,34,2039.66,Enterprise,Partner,0,Loyal
C002222,183,3,179.97,Mid-Market,Referral,1,At Risk
C002223,471,13,779.87,SMB,Paid Ads,2,Lost
C002224,9,7,909.9300000000001,SMB,Partner,1,At Risk
C002226,1,22,659.78,Enterprise,Paid Ads,0,Loyal
C002227,2,17,2209.83,SMB,Referral,0,Loyal
C002228,19,30,899.6999999999999,Mid-Market,Paid Ads,0,Loyal
C002229,16,17,1019.83,SMB,Referral,0,Loyal
C002230,9,25,1499.75,SMB,Organic,0,Loyal
C002231,595,16,2079.84,Mid-Market,Partner,2,Lost
C002232,19,1,29.99,Mid-Market,Paid Ads,1,At Risk
C002233,22,16,479.84,Mid-Market,Organic,1,At Risk
C002234,15,20,2599.8,Mid-Market,Organic,3,Champions
C002235,20,1,29.99,Enterprise,Partner,1,At Risk
C002236,1,9,1169.91,Mid-Market,Organic,1,At Risk
C002237,3,1,129.99,SMB,Partner,1,At Risk
C002238,145,10,599.9,SMB,Referral,1,At Risk
C002239,393,12,359.88,SMB,Organic,2,Lost
C002240,29,4,239.96,Mid-Market,Organic,1,At Risk
C002241,116,7,209.92999999999998,Enterprise,Referral,1,At Risk
C002242,41,3,389.97,SMB,Referral,1,At Risk
C002243,14,12,359.88,SMB,Organic,1,At Risk
C002244,19,31,1859.69,SMB,Partner,0,Loyal
C002245,23,24,3119.76,SMB,Partner,3,Champions
C002246,834,7,209.92999999999998,Mid-Market,Paid Ads,2,Lost
C002247,12,6,779.94,Mid-Market,Organic,1,At Risk
C002248,16,25,1499.75,Mid-Market,Referral,0,Loyal
C002249,5,2,119.98,SMB,Paid Ads,1,At Risk
C002250,518,12,1559.88,Mid-Market,Partner,2,Lost
C002251,25,29,3769.71,SMB,Partner,3,Champions
C002252,21,29,3769.71,Mid-Market,Referral,3,Champions
C002253,12,23,2989.7700000000004,Mid-Market,Organic,3,Champions
C002254,8,2,119.98,SMB,Organic,1,At Risk
C002255,22,24,719.76,SMB,Paid Ads,0,Loyal
C002256,21,18,539.8199999999999,SMB,Referral,0,Loyal
C002257,23,36,2159.64,SMB,Paid Ads,0,Loyal
C002258,34,4,239.96,SMB,Partner,1,At Risk
C002259,23,2,259.98,SMB,Paid Ads,1,At Risk
C002260,13,11,1429.89,SMB,Partner,1,At Risk
C002261,14,27,809.7299999999999,Mid-Market,Organic,0,Loyal
C002262,27,2,119.98,SMB,Referral,1,At Risk
C002263,25,15,449.84999999999997,Mid-Market,Paid Ads,1,At Risk
C002264,20,3,389.97,SMB,Referral,1,At Risk
C002265,21,14,839.86,Mid-Market,Paid Ads,1,At Risk
C002266,24,9,269.90999999999997,SMB,Paid Ads,1,At Risk
C002267,43,16,479.84,SMB,Partner,1,At Risk
C002268,15,6,359.94,Mid-Market,Paid Ads,1,At Risk
C002269,15,5,299.95,Mid-Market,Organic,1,At Risk
C002270,19,11,329.89,SMB,Paid Ads,1,At Risk
C002271,5,17,1019.83,Mid-Market,Paid Ads,0,Loyal
C002272,5,30,3899.7000000000003,Enterprise,Paid Ads,3,Champions
C002273,25,3,179.97,SMB,Referral,1,At Risk
C002274,30,22,2859.78,SMB,Referral,3,Champions
C002275,30,23,2989.7700000000004,SMB,Referral,3,Champions
C002276,30,16,2079.84,SMB,Referral,0,Loyal
C002277,9,30,3899.7000000000003,SMB,Partner,3,Champions
C002278,6,7,909.9300000000001,Mid-Market,Organic,1,At Risk
C002279,234,9,269.90999999999997,Mid-Market,Partner,1,At Risk
C002280,16,13,389.87,Enterprise,Referral,1,At Risk
C002281,23,5,149.95,Mid-Market,Partner,1,At Risk
C002282,14,18,539.8199999999999,SMB,Referral,0,Loyal
C002283,433,15,899.85,SMB,Partner,2,Lost
C002284,1,1,129.99,Enterprise,Organic,1,At Risk
C002285,14,31,929.6899999999999,SMB,Organic,0,Loyal
C002286,16,6,779.94,Mid-Market,Partner,1,At Risk
C002287,29,18,539.8199999999999,Mid-Market,Partner,0,Loyal
C002288,17,25,749.75,Mid-Market,Organic,0,Loyal
C002289,23,22,2859.78,Mid-Market,Referral,3,Champions
C002290,4,2,119.98,SMB,Organic,1,At Risk
C002291,1,18,539.8199999999999,SMB,Partner,0,Loyal
C002292,392,5,149.95,SMB,Partner,2,Lost
C002293,25,27,1619.73,SMB,Paid Ads,0,Loyal
C002294,5,3,389.97,Enterprise,Paid Ads,1,At Risk
C002295,17,11,1429.89,SMB,Organic,1,At Risk
C002296,18,5,149.95,SMB,Referral,1,At Risk
C002297,93,7,209.92999999999998,SMB,Organic,1,At Risk
C002298,741,12,719.88,SMB,Organic,2,Lost
C002299,38,21,629.79,Enterprise,Referral,0,Loyal
C002300,28,34,1019.66,SMB,Partner,0,Loyal
C002301,2,34,2039.66,SMB,Referral,0,Loyal
C002302,25,8,479.92,SMB,Referral,1,At Risk
C002303,9,21,2729.79,SMB,Organic,3,Champions
C002304,9,34,1019.66,SMB,Partner,0,Loyal
C002305,3,33,989.67,SMB,Referral,0,Loyal
C002306,70,19,1139.81,Mid-Market,Organic,0,Loyal
C002307,6,24,719.76,Mid-Market,Referral,0,Loyal
C002308,78,9,1169.91,SMB,Paid Ads,1,At Risk
C002309,13,10,299.9,SMB,Organic,1,At Risk
C002310,4,6,779.94,SMB,Partner,1,At Risk
C002311,20,24,3119.76,SMB,Paid Ads,3,Champions
C002312,21,8,479.92,Enterprise,Organic,1,At Risk
C002313,9,34,1019.66,SMB,Partner,0,Loyal
C002314,17,9,1169.91,SMB,Paid Ads,1,At Risk
C002315,14,11,329.89,Enterprise,Referral,1,At Risk
C002316,10,7,419.93,Mid-Market,Paid Ads,1,At Risk
C002317,12,7,209.92999999999998,Mid-Market,Partner,1,At Risk
C002318,28,28,839.7199999999999,SMB,Paid Ads,0,Loyal
C002319,16,31,1859.69,SMB,Referral,0,Loyal
C002320,10,26,3379.7400000000002,SMB,Referral,3,Champions
C002321,4,11,659.89,SMB,Partner,1,At Risk
C002322,15,7,209.92999999999998,Enterprise,Paid Ads,1,At Risk
C002323,8,22,1319.78,SMB,Organic,0,Loyal
C002324,11,36,2159.64,Mid-Market,Referral,0,Loyal
C002325,1,31,4029.6900000000005,SMB,Paid Ads,3,Champions
C002326,29,28,839.7199999999999,SMB,Paid Ads,0,Loyal
C002327,472,9,1169.91,SMB,Organic,2,Lost
C002328,30,32,959.68,SMB,Partner,0,Loyal
C002329,374,9,1169.91,Mid-Market,Referral,2,Lost
C002330,1,10,1299.9,Mid-Market,Partner,1,At Risk
C002331,26,1,59.99,SMB,Partner,1,At Risk
C002332,7,6,179.94,SMB,Referral,1,At Risk
C002333,28,26,1559.74,SMB,Referral,0,Loyal
C002334,98,18,1079.82,SMB,Organic,0,Loyal
C002335,29,22,659.78,Mid-Market,Organic,0,Loyal
C002336,8,32,4159.68,Mid-Market,Paid Ads,3,Champions
C002337,26,36,2159.64,SMB,Partner,0,Loyal
C002338,462,8,239.92,SMB,Organic,2,Lost
C002339,22,13,389.87,SMB,Organic,1,At Risk
C002340,12,28,3639.7200000000003,SMB,Paid Ads,3,Champions
C002341,15,4,119.96,Mid-Market,Referral,1,At Risk
C002342,6,12,359.88,Enterprise,Partner,1,At Risk
C002343,11,30,899.6999999999999,Mid-Market,Partner,0,Loyal
C002344,18,28,839.7199999999999,SMB,Referral,0,Loyal
C002345,23,29,1739.71,SMB,Organic,0,Loyal
C002346,14,13,389.87,SMB,Paid Ads,1,At Risk
C002347,3,37,1109.6299999999999,SMB,Paid Ads,0,Loyal
C002348,24,11,659.89,SMB,Referral,1,At Risk
C002349,35,6,179.94,Enterprise,Organic,1,At Risk
C002350,28,13,1689.8700000000001,SMB,Paid Ads,0,Loyal
C002351,4,15,449.84999999999997,SMB,Partner,1,At Risk
C002352,13,34,1019.66,SMB,Referral,0,Loyal
C002353,7,15,899.85,Mid-Market,Referral,1,At Risk
C002354,8,5,649.95,SMB,Organic,1,At Risk
C002355,421,6,359.94,SMB,Referral,2,Lost
C002356,10,34,4419.66,Mid-Market,Paid Ads,3,Champions
C002357,189,5,299.95,SMB,Paid Ads,1,At Risk
C002358,7,14,839.86,SMB,Paid Ads,1,At Risk
C002359,21,6,779.94,SMB,Organic,1,At Risk
C002360,200,15,899.85,SMB,Paid Ads,1,At Risk
C002361,19,19,2469.8100000000004,SMB,Organic,0,Loyal
C002362,2,34,4419.66,Mid-Market,Organic,3,Champions
C002363,22,22,1319.78,Enterprise,Paid Ads,0,Loyal
C002364,29,23,1379.77,SMB,Partner,0,Loyal
C002365,202,14,419.85999999999996,SMB,Partner,1,At Risk
C002366,487,4,519.96,SMB,Paid Ads,2,Lost
C002367,7,30,899.6999999999999,Enterprise,Partner,0,Loyal
C002368,52,12,1559.88,Enterprise,Paid Ads,1,At Risk
C002369,1,29,869.7099999999999,SMB,Partner,0,Loyal
C002370,18,2,59.98,SMB,Paid Ads,1,At Risk
C002371,3,30,1799.7,SMB,Organic,0,Loyal
C002372,14,32,959.68,SMB,Partner,0,Loyal
C002373,44,11,1429.89,Mid-Market,Paid Ads,1,At Risk
C002374,10,20,2599.8,SMB,Organic,3,Champions
C002375,48,23,1379.77,SMB,Organic,0,Loyal
C002376,8,5,299.95,SMB,Organic,1,At Risk
C002377,4,22,2859.78,Mid-Market,Organic,3,Champions
C002378,29,8,1039.92,Enterprise,Paid Ads,1,At Risk
C002379,6,21,629.79,Enterprise,Organic,0,Loyal
C002380,29,16,479.84,SMB,Organic,1,At Risk
C002381,41,3,179.97,Enterprise,Referral,1,At Risk
C002382,16,11,659.89,SMB,Partner,1,At Risk
C002383,30,30,899.6999999999999,SMB,Referral,0,Loyal
C002384,5,18,2339.82,SMB,Referral,0,Loyal
C002385,27,3,89.97,SMB,Organic,1,At Risk
C002386,9,17,509.83,Enterprise,Organic,1,At Risk
C002387,12,28,839.7199999999999,SMB,Referral,0,Loyal
C002388,12,15,899.85,SMB,Referral,1,At Risk
C002389,9,12,1559.88,SMB,Referral,1,At Risk
C002390,14,17,1019.83,Enterprise,Organic,0,Loyal
C002391,30,29,1739.71,Mid-Market,Referral,0,Loyal
C002392,1,11,1429.89,SMB,Referral,1,At Risk
C002393,346,10,599.9,Mid-Market,Referral,2,Lost
C002394,76,7,419.93,SMB,Paid Ads,1,At Risk
C002395,24,34,4419.66,SMB,Referral,3,Champions
C002396,7,28,839.7199999999999,Mid-Market,Organic,0,Loyal
C002397,838,7,419.93,Enterprise,Partner,2,Lost
C002398,17,15,1949.8500000000001,Enterprise,Organic,0,Loyal
C002399,5,24,3119.76,SMB,Organic,3,Champions
C002400,8,5,149.95,SMB,Referral,1,At Risk
C002401,44,12,719.88,SMB,Referral,1,At Risk
C002402,4,23,1379.77,SMB,Organic,0,Loyal
C002403,14,9,1169.91,Mid-Market,Referral,1,At Risk
C002404,25,2,259.98,SMB,Referral,1,At Risk
C002405,7,3,179.97,Mid-Market,Organic,1,At Risk
C002406,29,33,1979.67,SMB,Partner,0,Loyal
C002407,583,4,239.96,SMB,Partner,2,Lost
C002408,28,15,899.85,Mid-Market,Organic,1,At Risk
C002409,6,12,1559.88,SMB,Partner,1,At Risk
C002410,13,8,1039.92,SMB,Referral,1,At Risk
C002411,24,2,119.98,SMB,Referral,1,At Risk
C002412,14,4,519.96,SMB,Paid Ads,1,At Risk
C002413,575,17,509.83,Enterprise,Partner,2,Lost
C002414,22,28,3639.7200000000003,SMB,Referral,3,Champions
C002415,44,1,59.99,Mid-Market,Paid Ads,1,At Risk
C002416,26,5,299.95,SMB,Partner,1,At Risk
C002417,417,13,779.87,Enterprise,Partner,2,Lost
C002418,529,7,419.93,Mid-Market,Partner,2,Lost
C002419,4,37,4809.63,Enterprise,Partner,3,Champions
C002420,22,13,389.87,SMB,Paid Ads,1,At Risk
C002421,18,12,359.88,Mid-Market,Partner,1,At Risk
C002422,20,30,1799.7,Mid-Market,Partner,0,Loyal
C002423,14,29,3769.71,Mid-Market,Paid Ads,3,Champions
C002424,25,18,1079.82,SMB,Partner,0,Loyal
C002425,9,9,1169.91,SMB,Paid Ads,1,At Risk
C002426,8,20,1199.8,Enterprise,Referral,0,Loyal
C002427,29,12,1559.88,SMB,Partner,1,At Risk
C002428,12,10,599.9,Enterprise,Paid Ads,1,At Risk
C002429,21,10,1299.9,SMB,Paid Ads,1,At Risk
C002430,22,23,2989.7700000000004,SMB,Partner,3,Champions
C002431,19,18,2339.82,SMB,Organic,0,Loyal
C002432,17,23,1379.77,Mid-Market,Organic,0,Loyal
C002433,2,25,749.75,SMB,Partner,0,Loyal
C002434,25,24,3119.76,SMB,Paid Ads,3,Champions
C002435,21,22,659.78,Mid-Market,Referral,0,Loyal
C002436,19,3,89.97,SMB,Partner,1,At Risk
C002437,8,35,2099.65,SMB,Paid Ads,0,Loyal
C002438,15,1,59.99,SMB,Referral,1,At Risk
C002439,425,15,899.85,SMB,Organic,2,Lost
C002440,9,24,1439.76,SMB,Referral,0,Loyal
C002441,23,29,869.7099999999999,SMB,Referral,0,Loyal
C002442,9,20,599.8,Enterprise,Paid Ads,0,Loyal
C002443,2,22,2859.78,SMB,Referral,3,Champions
C002444,6,19,2469.8100000000004,Mid-Market,Paid Ads,0,Loyal
C002445,8,31,1859.69,SMB,Partner,0,Loyal
C002446,9,29,1739.71,Mid-Market,Paid Ads,0,Loyal
C002447,626,9,1169.91,SMB,Partner,2,Lost
C002448,331,14,1819.8600000000001,Mid-Market,Referral,2,Lost
C002449,5,8,1039.92,SMB,Partner,1,At Risk
C002450,21,5,649.95,SMB,Referral,1,At Risk
C002451,16,31,1859.69,Enterprise,Referral,0,Loyal
C002452,5,35,1049.6499999999999,SMB,Referral,0,Loyal
C002453,27,24,1439.76,SMB,Paid Ads,0,Loyal
C002454,30,24,3119.76,SMB,Organic,3,Champions
C002455,15,6,179.94,Mid-Market,Partner,1,At Risk
C002456,2,36,1079.6399999999999,SMB,Referral,0,Loyal
C002457,45,18,2339.82,SMB,Referral,0,Loyal
C002458,40,4,119.96,Enterprise,Paid Ads,1,At Risk
C002459,29,7,419.93,Mid-Market,Organic,1,At Risk
C002460,23,19,2469.8100000000004,SMB,Partner,0,Loyal
C002461,3,15,449.84999999999997,Enterprise,Paid Ads,1,At Risk
C002462,25,10,599.9,Mid-Market,Partner,1,At Risk
C002463,18,8,239.92,SMB,Partner,1,At Risk
C002464,6,15,899.85,SMB,Partner,1,At Risk
C002465,435,13,389.87,SMB,Paid Ads,2,Lost
C002466,15,29,1739.71,SMB,Organic,0,Loyal
C002467,13,1,29.99,Mid-Market,Referral,1,At Risk
C002468,29,33,1979.67,SMB,Referral,0,Loyal
C002469,11,4,119.96,SMB,Organic,1,At Risk
C002470,22,10,299.9,SMB,Paid Ads,1,At Risk
C002471,21,7,209.92999999999998,Mid-Market,Organic,1,At Risk
C002472,26,4,239.96,SMB,Paid Ads,1,At Risk
C002473,3,11,329.89,SMB,Partner,1,At Risk
C002474,12,32,959.68,Enterprise,Referral,0,Loyal
C002475,11,8,479.92,Mid-Market,Referral,1,At Risk
C002476,21,35,4549.650000000001,Enterprise,Organic,3,Champions
C002477,17,11,329.89,Enterprise,Paid Ads,1,At Risk
C002478,22,5,149.95,Mid-Market,Organic,1,At Risk
C002479,6,28,1679.72,SMB,Partner,0,Loyal
C002480,4,17,2209.83,Mid-Market,Partner,0,Loyal
C002481,3,9,269.90999999999997,Mid-Market,Paid Ads,1,At Risk
C002482,45,27,3509.7300000000005,SMB,Referral,3,Champions
C002483,14,14,839.86,SMB,Organic,1,At Risk
C002484,18,8,479.92,SMB,Partner,1,At Risk
C002485,7,6,359.94,SMB,Referral,1,At Risk
C002486,4,7,419.93,Mid-Market,Paid Ads,1,At Risk
C002487,6,15,449.84999999999997,SMB,Paid Ads,1,At Risk
C002488,25,32,4159.68,SMB,Organic,3,Champions
C002489,27,25,1499.75,SMB,Organic,0,Loyal
C002490,17,17,1019.83,SMB,Organic,0,Loyal
C002491,22,4,519.96,Enterprise,Partner,1,At Risk
C002492,27,20,2599.8,SMB,Partner,3,Champions
C002493,5,25,1499.75,SMB,Referral,0,Loyal
C002494,7,8,1039.92,Enterprise,Referral,1,At Risk
C002495,20,12,359.88,Mid-Market,Referral,1,At Risk
C002496,42,7,909.9300000000001,SMB,Paid Ads,1,At Risk
C002497,20,5,149.95,SMB,Paid Ads,1,At Risk
C002498,14,27,3509.7300000000005,Mid-Market,Referral,3,Champions
C002499,9,8,479.92,Mid-Market,Partner,1,At Risk
C002500,10,6,779.94,SMB,Organic,1,At Risk
C002501,17,27,1619.73,SMB,Referral,0,Loyal
C002502,6,3,89.97,SMB,Referral,1,At Risk
C002503,8,34,2039.66,Mid-Market,Organic,0,Loyal
C002504,24,16,959.84,Mid-Market,Organic,0,Loyal
C002505,30,12,359.88,SMB,Organic,1,At Risk
C002506,18,26,1559.74,Mid-Market,Paid Ads,0,Loyal
C002507,14,33,1979.67,Mid-Market,Organic,0,Loyal
C002508,16,6,779.94,SMB,Paid Ads,1,At Risk
C002509,25,20,2599.8,Mid-Market,Referral,3,Champions
C002510,167,18,2339.82,SMB,Organic,0,Loyal
C002511,26,11,659.89,Enterprise,Partner,1,At Risk
C002512,1,27,3509.7300000000005,Enterprise,Paid Ads,3,Champions
C002513,20,29,1739.71,Mid-Market,Partner,0,Loyal
C002514,14,18,1079.82,SMB,Partner,0,Loyal
C002515,25,19,2469.8100000000004,Enterprise,Organic,0,Loyal
C002516,156,10,1299.9,SMB,Partner,1,At Risk
C002517,9,26,3379.7400000000002,Enterprise,Paid Ads,3,Champions
C002518,3,27,1619.73,Mid-Market,Organic,0,Loyal
C002519,27,12,359.88,SMB,Organic,1,At Risk
C002520,9,35,1049.6499999999999,SMB,Paid Ads,0,Loyal
C002521,4,18,1079.82,SMB,Organic,0,Loyal
C002522,20,19,569.81,Mid-Market,Organic,0,Loyal
C002523,10,33,989.67,SMB,Referral,0,Loyal
C002524,20,1,59.99,SMB,Paid Ads,1,At Risk
C002525,24,33,989.67,SMB,Partner,0,Loyal
C002526,8,26,1559.74,Mid-Market,Referral,0,Loyal
C002527,15,37,2219.63,SMB,Partner,0,Loyal
C002528,21,5,299.95,SMB,Paid Ads,1,At Risk
C002529,4,17,509.83,Enterprise,Organic,1,At Risk
C002530,17,31,929.6899999999999,Mid-Market,Organic,0,Loyal
C002531,19,30,3899.7000000000003,Mid-Market,Organic,3,Champions
C002532,24,12,359.88,SMB,Partner,1,At Risk
C002533,295,11,329.89,Enterprise,Organic,1,At Risk
C002534,2,7,209.92999999999998,SMB,Organic,1,At Risk
C002535,12,14,839.86,SMB,Organic,1,At Risk
C002536,22,30,3899.7000000000003,SMB,Organic,3,Champions
C002537,17,9,269.90999999999997,Mid-Market,Referral,1,At Risk
C002538,15,25,1499.75,Enterprise,Partner,0,Loyal
C002539,23,20,2599.8,SMB,Partner,3,Champions
C002540,7,13,1689.8700000000001,Enterprise,Referral,0,Loyal
C002541,17,22,1319.78,SMB,Partner,0,Loyal
C002542,6,9,269.90999999999997,Mid-Market,Organic,1,At Risk
C002543,38,19,2469.8100000000004,Mid-Market,Referral,0,Loyal
C002544,25,3,179.97,Mid-Market,Paid Ads,1,At Risk
C002545,13,14,839.86,Mid-Market,Referral,1,At Risk
C002546,836,6,779.94,SMB,Paid Ads,2,Lost
C002547,6,15,449.84999999999997,SMB,Paid Ads,1,At Risk
C002548,28,24,1439.76,SMB,Paid Ads,0,Loyal
C002549,16,14,1819.8600000000001,Mid-Market,Paid Ads,0,Loyal
C002550,27,2,59.98,SMB,Paid Ads,1,At Risk
C002551,557,16,2079.84,SMB,Organic,2,Lost
C002552,27,15,899.85,SMB,Organic,1,At Risk
C002553,1,11,1429.89,Mid-Market,Referral,1,At Risk
C002554,11,9,539.91,SMB,Referral,1,At Risk
C002555,25,18,1079.82,SMB,Organic,0,Loyal
C002556,19,12,719.88,Mid-Market,Paid Ads,1,At Risk
C002557,1,13,779.87,SMB,Referral,1,At Risk
C002558,13,13,779.87,SMB,Paid Ads,1,At Risk
C002559,21,26,3379.7400000000002,Enterprise,Paid Ads,3,Champions
C002560,6,30,3899.7000000000003,SMB,Organic,3,Champions
C002561,13,19,1139.81,SMB,Organic,0,Loyal
C002562,150,18,1079.82,SMB,Organic,0,Loyal
C002563,134,16,2079.84,SMB,Referral,0,Loyal
C002564,5,4,519.96,SMB,Organic,1,At Risk
C002565,10,15,899.85,SMB,Paid Ads,1,At Risk
C002566,143,4,519.96,SMB,Partner,1,At Risk
C002567,27,31,1859.69,Enterprise,Paid Ads,0,Loyal
C002568,12,22,1319.78,SMB,Paid Ads,0,Loyal
C002569,3,21,2729.79,SMB,Partner,3,Champions
C002570,22,4,119.96,SMB,Partner,1,At Risk
C002571,20,34,4419.66,Mid-Market,Organic,3,Champions
C002572,15,23,2989.7700000000004,SMB,Referral,3,Champions
C002573,5,11,329.89,Mid-Market,Paid Ads,1,At Risk
C002574,22,30,899.6999999999999,Enterprise,Partner,0,Loyal
C002575,14,20,2599.8,SMB,Paid Ads,3,Champions
C002576,14,8,479.92,Mid-Market,Partner,1,At Risk
C002577,4,21,629.79,SMB,Organic,0,Loyal
C002578,6,16,959.84,Mid-Market,Partner,0,Loyal
C002579,4,14,1819.8600000000001,SMB,Referral,0,Loyal
C002580,109,8,239.92,SMB,Organic,1,At Risk
C002581,7,13,779.87,Enterprise,Partner,1,At Risk
C002582,12,10,299.9,SMB,Organic,1,At Risk
C002583,43,18,2339.82,Mid-Market,Organic,0,Loyal
C002584,18,7,209.92999999999998,SMB,Paid Ads,1,At Risk
C002585,38,4,239.96,SMB,Paid Ads,1,At Risk
C002586,820,6,179.94,SMB,Partner,2,Lost
C002587,18,29,1739.71,Mid-Market,Organic,0,Loyal
C002588,7,18,2339.82,Mid-Market,Referral,0,Loyal
C002589,22,33,1979.67,SMB,Partner,0,Loyal
C002590,5,32,1919.68,Mid-Market,Paid Ads,0,Loyal
C002591,7,24,719.76,SMB,Paid Ads,0,Loyal
C002592,4,12,1559.88,Mid-Market,Partner,1,At Risk
C002593,12,21,629.79,SMB,Partner,0,Loyal
C002594,22,1,129.99,SMB,Referral,1,At Risk
C002595,15,31,4029.6900000000005,SMB,Partner,3,Champions
C002596,25,10,299.9,SMB,Organic,1,At Risk
C002597,30,3,89.97,SMB,Partner,1,At Risk
C002598,30,8,1039.92,Mid-Market,Partner,1,At Risk
C002599,291,13,779.87,SMB,Organic,2,Lost
C002600,10,14,839.86,SMB,Referral,1,At Risk
C002601,495,10,299.9,SMB,Paid Ads,2,Lost
C002602,1,24,719.76,Mid-Market,Partner,0,Loyal
C002603,28,31,929.6899999999999,SMB,Partner,0,Loyal
C002604,6,6,359.94,SMB,Paid Ads,1,At Risk
C002605,5,14,839.86,Mid-Market,Referral,1,At Risk
C002606,752,5,299.95,SMB,Partner,2,Lost
C002607,1,20,599.8,SMB,Paid Ads,0,Loyal
C002608,4,10,1299.9,Mid-Market,Partner,1,At Risk
C002609,108,7,209.92999999999998,SMB,Paid Ads,1,At Risk
C002610,2,3,389.97,SMB,Referral,1,At Risk
C002611,305,5,299.95,Enterprise,Paid Ads,2,Lost
C002612,21,9,1169.91,Mid-Market,Referral,1,At Risk
C002613,19,19,2469.8100000000004,SMB,Organic,0,Loyal
C002614,12,10,299.9,SMB,Partner,1,At Risk
C002615,22,11,1429.89,SMB,Organic,1,At Risk
C002616,5,33,4289.67,SMB,Organic,3,Champions
C002617,38,32,1919.68,Enterprise,Partner,0,Loyal
C002618,24,27,3509.7300000000005,Mid-Market,Organic,3,Champions
C002619,6,3,389.97,Enterprise,Paid Ads,1,At Risk
C002620,8,5,149.95,Mid-Market,Partner,1,At Risk
